PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1,26.16,29.01,0.00,27.80
2,33.13,32.42,0.00,32.73
88888,25.00,33.33,0.00,28.57
99999,0.00,0.00,0.00,0.00
TOTAL,30.37,31.02,0.00,30.73
