AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,0.0,8.11,0.0,12.5,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,11.11,0.0,20.42,20.07,0.0,9.82,3.6,11.49
25-29,0.0,12.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.0,0.0,0.0,0.0,0.0,16.87,17.73,0.0,8.57,3.72,10.44
30-34,0.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,10.0,0.0,0.0,0.0,0.0,25.4,26.2,0.0,15.64,7.62,17.79
35-39,0.0,28.57,14.29,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,29.57,29.72,0.0,22.57,12.07,22.56
40-44,0.0,19.05,23.08,0.0,25.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,29.89,38.78,0.0,23.57,15.22,25.65
45-49,0.0,22.22,17.39,0.0,50.0,66.67,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,66.67,0.0,39.44,40.21,0.0,29.52,19.48,31.4
50-54,0.0,25.0,20.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,39.84,43.77,0.0,32.65,27.19,35.24
55-59,0.0,29.41,42.86,0.0,33.33,33.33,0.0,0.0,0.0,0.0,16.67,0.0,0.0,20.0,0.0,0.0,45.07,46.29,0.0,34.43,26.86,38.29
60-64,0.0,0.0,35.71,0.0,12.5,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,52.24,56.29,0.0,41.19,40.37,46.9
65-OVER,0.0,32.0,24.14,0.0,22.22,50.0,0.0,0.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,0.0,45.67,55.95,0.0,35.6,35.65,44.73
TOTAL,0.0,18.85,18.6,0.0,18.52,28.95,0.0,0.0,0.0,0.0,12.79,4.48,0.0,7.84,8.33,0.0,38.31,42.4,0.0,25.08,18.92,30.6
