AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.49,4.550,0.00,28.57,19.41,11.89,15.60
25-29,0.00,9.110,0.00,0.00,28.57,13.71,12.14,12.14
30-34,0.00,16.18,0.00,0.00,16.67,20.98,16.67,19.05
35-39,0.00,21.94,0.00,0.00,25.00,24.96,18.92,23.53
40-44,0.00,21.87,0.00,0.00,28.57,33.17,21.92,28.90
45-49,0.00,28.00,33.33,0.00,0.00,34.68,18.06,31.68
50-54,0.00,33.11,33.33,0.00,25.00,38.55,28.81,36.45
55-59,0.00,36.96,44.44,0.00,16.67,44.67,20.34,41.26
60-64,0.00,36.69,0.00,0.00,0.00,52.87,23.91,47.17
65-OVER,0.00,41.02,0.00,0.00,16.67,52.63,27.91,49.50
TOTAL,0.00,27.27,12.96,0.00,21.43,38.45,17.84,33.96
