AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.14,7.63,3.57,0.00,8.00,16.55,8.48,11.96
25-29,0.00,7.58,18.52,0.00,10.00,16.86,14.97,13.05
30-34,0.00,14.44,7.69,0.00,15.79,24.73,18.29,20.42
35-39,16.67,17.68,19.23,0.00,30.77,31.36,25.00,26.00
40-44,35.71,17.02,0.00,0.00,5.88,35.37,28.81,27.89
45-49,25.00,20.50,23.81,0.00,33.33,38.04,22.22,31.54
50-54,0.00,22.90,23.53,0.00,21.43,43.73,23.26,35.02
55-59,0.00,27.01,7.14,0.00,14.29,45.47,25.00,37.70
60-64,20.00,29.67,30.00,0.00,25.00,51.16,20.62,42.95
65-OVER,30.77,31.53,9.09,50.00,22.22,49.26,35.24,44.23
TOTAL,14.66,20.47,13.46,9.09,16.79,38.84,22.00,31.61
