PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
101,34.43,34.84,0.00,34.65
102,16.12,16.58,0.00,16.32
103,14.45,21.54,0.00,18.66
104,19.30,24.86,0.00,22.71
105,21.76,25.63,0.00,23.95
106,14.56,14.37,0.00,14.42
107,35.54,35.69,0.00,35.60
108,21.49,27.81,0.00,25.18
109,18.70,24.48,0.00,21.74
111,16.96,19.76,16.67,18.55
112,15.16,15.48,0.00,15.28
114,17.13,23.98,0.00,21.08
115,18.79,22.70,0.00,21.21
201,16.83,23.55,33.33,21.01
202,20.46,22.49,14.29,21.67
203,16.73,23.28,0.00,20.18
204,29.83,30.46,0.00,30.12
207,16.11,22.93,0.00,20.08
208,18.18,22.75,16.67,20.88
209,15.87,22.28,0.00,19.41
210,20.53,25.25,33.33,23.46
301,45.82,48.11,50.00,47.05
302,12.89,17.72,0.00,15.68
303,48.00,46.62,0.00,47.18
304,44.75,41.90,0.00,43.22
305,57.73,60.99,0.00,59.37
306,23.65,28.12,33.33,26.32
307,40.77,41.22,0.00,40.98
308,22.78,27.50,0.00,25.25
309,26.95,31.41,12.50,29.41
310,28.88,32.39,25.00,30.77
401,27.00,28.27,0.00,27.71
402,13.31,18.91,0.00,16.78
404,22.62,26.86,20.00,25.10
405,27.56,33.35,14.29,30.74
406,29.97,32.72,40.00,31.53
501,20.45,26.07,25.00,23.77
502,22.77,27.74,0.00,25.63
503,23.10,29.20,0.00,26.68
504,18.51,22.08,0.00,20.55
506,21.92,22.52,0.00,22.25
507,15.70,20.37,0.00,18.33
509,24.15,30.15,50.00,27.54
601,18.70,20.47,50.00,19.72
603,31.51,31.98,14.29,31.74
604,22.64,23.66,33.33,23.25
605,25.45,28.84,0.00,27.30
606,23.45,24.63,0.00,24.08
607,27.18,31.39,0.00,29.57
608,33.55,34.34,0.00,33.96
701,41.46,41.47,20.00,41.42
702,33.07,32.02,0.00,32.49
703,24.18,25.57,40.00,24.99
705,36.75,36.35,100.0,36.56
706,36.99,39.19,0.00,38.23
707,21.88,25.14,0.00,23.64
708,36.60,38.31,0.00,37.46
709,37.50,40.30,0.00,39.05
801,31.03,38.50,0.00,34.57
801B,29.24,33.47,0.00,31.29
802,28.18,27.56,0.00,27.84
803,2.800,2.170,0.00,2.510
804,23.06,26.28,0.00,24.68
804H,34.38,34.69,50.00,34.56
805,28.94,30.70,100.0,30.03
806,33.54,33.85,0.00,33.71
807,23.31,25.41,0.00,24.45
808,33.57,33.39,66.67,33.52
809,26.86,34.76,100.0,31.22
810,43.04,40.34,0.00,41.62
99999,0.550,0.00,0.00,0.300
TOTAL,25.93,28.53,16.18,27.39
