PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,100.0,100.0,0.00,100.0
99999,0.00,0.00,0.00,0.00
BLOWING CAVE,34.46,26.21,0.00,29.91
CAIRO 4TH DISTR,17.99,24.24,50.00,21.62
CAIRO 5TH DISTR,28.17,26.12,0.00,26.96
DUNCANVILLE,42.60,37.83,0.00,40.18
HIGDON,29.92,30.37,0.00,30.16
LIMESINK,39.01,28.41,0.00,33.12
MIDWAY,30.40,32.43,0.00,31.44
PINE PARK,28.43,23.24,0.00,25.54
RAGAN,33.75,32.76,0.00,33.21
SPENCE,38.87,33.42,0.00,35.96
SPRING HILL,39.52,41.52,0.00,40.57
WHIGHAM,27.03,26.12,0.00,26.54
WOODLAND,35.87,34.84,0.00,35.33
TOTAL,30.21,29.09,50.00,29.60
