PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BA,0.00,29.64,0.00,0.00,0.00,32.69,10.71,30.46
BV,100.0,18.58,25.00,0.00,0.00,42.41,23.08,37.24
CN,0.00,28.57,20.00,0.00,0.00,42.16,23.40,30.50
CS,4.550,22.74,13.33,0.00,0.00,37.81,12.87,29.35
CT,0.00,0.00,0.00,0.00,0.00,47.56,18.18,44.89
HF,100.0,22.54,0.00,0.00,0.00,41.41,8.330,36.13
HI,0.00,10.00,0.00,0.00,0.00,56.12,0.00,52.32
LS,0.00,25.97,0.00,100.0,25.00,32.64,19.05,30.80
PC,0.00,11.11,0.00,0.00,0.00,48.85,0.00,42.04
PE,28.57,18.89,5.560,0.00,0.00,31.22,12.96,24.28
SC,0.00,44.07,0.00,0.00,0.00,38.26,30.00,38.54
TOTAL,13.95,24.00,6.380,25.00,5.000,36.87,15.30,30.10
