PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KANSAS,41.78,42.18,0.00,41.95
BOWDON,33.25,34.31,0.00,33.80
SANDHILL,35.26,34.02,0.00,34.61
CENTER POINT,48.71,49.78,0.00,49.24
LOWELL,43.05,38.45,0.00,40.59
MT ZION,38.11,36.39,66.67,37.25
BURWELL,42.64,40.35,0.00,41.46
CLEM,42.82,39.73,0.00,41.20
BOWDON JUNCTION,32.70,34.28,0.00,33.54
TYUS,42.56,40.54,0.00,41.51
FAIRFIELD,42.89,43.64,0.00,43.29
HULETT,42.72,42.46,0.00,42.56
BETHANY,27.25,28.57,0.00,27.95
V R COUNTY SOUTH,34.47,35.74,0.00,35.14
V R COUNTY NORTH,28.85,29.56,0.00,29.21
VILLA RICA CITY,25.40,25.07,0.00,25.20
TEMPLE COUNTY,29.14,31.45,0.00,30.33
TEMPLE CITY,30.15,31.10,0.00,30.66
WHITESBURG,40.95,40.60,0.00,40.77
ROOPVILLE,45.01,42.77,100.0,43.92
WEST CARROLLTON,16.20,20.18,40.00,18.50
EAST CARROLLTON REC,38.65,36.29,0.00,37.27
BONNER,36.96,32.87,66.67,34.68
UNIVERSITY OF W. GA,29.84,27.68,0.00,28.51
COUNTY ADMIN BLDG,37.81,37.74,0.00,37.77
TABERNACLE CHURCH,45.27,41.20,0.00,42.85
EMC,35.14,36.49,0.00,35.81
OLD CAMP CHURCH,44.20,43.52,0.00,43.82
OAK GROVE,43.27,44.35,0.00,43.81
NEW HOPE,27.84,31.51,0.00,29.79
88888,200.0,350.0,0.00,300.0
99999,20.00,0.00,0.00,8.33
TOTAL,35.01,34.50,17.50,34.72
