PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BENTONS,45.71,47.99,0.00,46.88
BRANTLEYS,46.34,45.32,0.00,45.80
BURGAYS,52.08,50.47,0.00,51.20
CABANISS,39.43,39.07,0.00,39.24
COX,44.28,45.34,0.00,44.79
CULLODEN,45.00,47.89,0.00,46.41
DILLARDS,42.53,41.46,100.0,42.02
EVERS,42.14,37.75,33.33,39.73
FORSYTH,28.76,32.49,0.00,30.89
HIGH FALLS,40.15,38.22,0.00,39.15
KELSEYS,40.48,44.09,0.00,42.34
MIDDLEBROOKS,37.41,36.79,0.00,37.09
PROCTORS,34.83,33.73,0.00,34.26
RUSSELLVILLE,39.49,35.07,0.00,37.19
TOTAL,40.24,40.01,25.00,40.11
