PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HELENA,0.00,17.20,14.29,0.00,25.00,31.00,16.67,26.35
JACKSONVILLE,0.00,40.43,0.00,0.00,0.00,34.32,50.00,35.69
LUMBER-CITY,0.00,20.47,33.33,0.00,0.00,34.13,26.92,28.35
MCRAE,8.33,21.75,11.11,0.00,0.00,39.64,18.87,30.87
MILAN,0.00,13.13,0.00,0.00,100.0,35.04,25.00,32.32
SCOTLAND,0.00,27.27,66.67,0.00,0.00,29.60,0.00,29.07
TOTAL,5.26,20.49,13.95,0.00,25.00,34.29,20.95,29.09
