PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ML04C,42.86,53.85,0.00,48.15
ML05A,8.330,30.77,0.00,23.68
ML05B,31.69,31.31,100.0,31.85
ML05C,27.56,28.77,0.00,28.20
ML06A,15.70,21.41,0.00,18.80
ML06B,23.85,28.10,25.00,26.23
ML071,38.18,35.19,0.00,36.70
ML072,34.11,35.73,0.00,34.95
ML07A,38.79,35.34,0.00,37.07
MP01,37.84,44.58,0.00,41.40
PA01,26.25,31.18,0.00,29.14
RW01,39.31,40.41,0.00,39.88
RW02,37.34,38.06,0.00,37.71
RW03,30.15,32.71,50.00,31.59
RW04,45.51,46.88,33.33,46.18
RW05,22.32,24.60,0.00,23.53
RW06,37.13,38.04,14.29,37.55
RW07A,11.96,16.49,50.00,14.65
RW07B,24.46,27.14,0.00,25.78
RW08,38.83,38.82,0.00,38.77
RW09,37.71,40.20,50.00,38.99
RW10,41.69,42.24,25.00,41.96
RW11A,32.11,34.24,0.00,33.23
RW12,40.16,41.31,33.33,40.76
RW13,37.39,40.60,33.33,39.04
RW16,40.29,40.43,0.00,40.30
RW17,30.75,31.93,50.00,31.42
RW19,42.76,40.96,20.00,41.76
RW20,39.79,40.18,0.00,39.96
RW21,39.10,37.87,0.00,38.45
RW22A,22.76,24.71,0.00,23.83
SC01B,36.57,43.76,0.00,40.56
SC02,39.23,56.00,0.00,48.11
SC04,33.83,40.61,0.00,37.38
SC05A,27.03,27.58,0.00,27.37
SC05B,26.12,33.37,33.33,30.36
SC05D,24.24,33.88,0.00,29.83
SC07A,27.22,33.69,25.00,30.97
SC08B,22.66,32.55,0.00,28.33
SC08C,30.00,42.86,0.00,39.13
SC08D,19.62,33.80,0.00,27.82
SC08E,18.88,26.51,0.00,23.72
SC08F,16.23,26.93,0.00,22.33
SC08G,0.00,0.00,0.00,0.00
SC09A,18.62,27.85,0.00,24.09
SC09B,23.04,34.92,0.00,30.04
SC10,13.22,19.04,0.00,16.52
SC11A,21.48,35.25,0.00,29.51
SC11B,25.41,36.95,0.00,31.66
SC13A,25.74,32.00,0.00,29.41
SC13B,22.69,29.92,0.00,26.84
SC14,13.04,21.01,0.00,17.13
SC16,30.75,40.01,33.33,36.15
SC17A,22.22,25.81,0.00,24.49
SC17C,26.03,31.68,0.00,29.37
SC18A,19.05,29.57,0.00,26.32
SC18B,32.42,41.19,0.00,37.30
SC19A,38.16,38.95,0.00,38.60
SC19B,21.53,30.00,0.00,26.27
SC211,26.77,32.57,0.00,30.35
SC212,19.20,25.88,50.00,23.16
SC23A,21.07,29.15,0.00,25.85
SC23B,22.80,34.27,0.00,29.25
SC27,26.34,36.92,0.00,32.28
SC29A,22.35,35.88,0.00,29.98
SC30A,31.48,34.34,0.00,33.33
SC30B,25.78,31.00,100.0,29.05
SS01,46.31,46.58,0.00,46.43
SS02A,32.04,32.21,0.00,32.08
SS02B,25.51,27.62,0.00,26.68
SS03,35.14,38.75,100.0,37.12
SS04,25.18,29.04,0.00,27.33
SS05,46.64,49.27,0.00,47.99
SS06,42.16,47.41,33.33,44.89
SS07A,40.59,37.74,100.0,38.91
SS07B,32.24,32.17,0.00,32.21
SS07C,31.23,25.81,0.00,27.78
SS08A,26.98,30.98,0.00,28.99
SS08B,33.56,39.64,0.00,36.79
SS08C,27.80,24.79,0.00,26.05
SS08D,22.86,30.65,100.0,27.26
SS09A,41.25,43.06,50.00,42.20
SS09B,39.23,41.81,0.00,40.55
SS11A,29.64,30.35,50.00,30.04
SS11B,23.01,24.74,33.33,23.98
SS11C,20.17,19.84,0.00,20.00
SS11D,32.05,40.94,0.00,36.70
SS12,36.86,33.99,0.00,35.27
SS13A,33.12,34.24,33.33,33.73
SS13B,20.94,25.45,0.00,23.37
SS14,41.71,44.78,100.0,43.35
SS15A,15.04,16.16,0.00,15.65
SS15B,21.37,25.33,0.00,23.69
SS16,45.02,49.35,0.00,47.21
SS17,32.27,33.62,33.33,33.01
SS18A,44.30,45.27,0.00,44.82
SS18B,38.66,39.34,0.00,39.00
SS19A,20.37,22.20,50.00,21.39
SS19B,24.45,23.65,0.00,23.99
SS20,22.08,25.37,0.00,23.80
SS22,30.02,27.29,0.00,28.47
SS25,39.53,42.05,50.00,40.87
SS26,16.84,20.35,0.00,18.89
SS29A,27.89,29.31,50.00,28.68
SS29B,100.0,50.00,0.00,66.67
SS31,35.86,38.55,0.00,37.39
UC01A,13.83,21.16,0.00,18.22
UC01B,14.07,19.40,0.00,17.26
UC01D,0.00,0.00,0.00,0.00
UC01E,40.00,46.67,0.00,44.00
UC02A,20.08,28.76,0.00,25.36
UC02B,23.08,33.33,0.00,28.57
UC031,19.75,26.39,0.00,24.16
UC032,25.81,32.20,0.00,30.00
UC035,0.00,0.00,0.00,0.00
TOTAL,27.52,31.24,21.52,29.51
