PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01A,34.58,37.07,33.33,35.90
01B,40.11,42.90,40.00,41.54
01C,13.12,18.08,0.00,15.91
01D,30.07,29.03,0.00,29.45
01E,39.35,42.86,0.00,41.13
01F,10.56,16.79,0.00,13.47
01G,19.89,27.37,0.00,23.84
01H,17.33,17.10,0.00,17.20
01I,0.00,0.00,0.00,0.00
01J,14.21,23.84,0.00,19.78
01P,16.12,26.75,0.00,22.19
01R,11.83,18.33,0.00,15.97
01S,16.99,23.15,0.00,20.51
01T,20.11,21.94,0.00,21.06
02A,28.38,26.70,33.33,27.67
02B,11.45,17.48,40.00,13.51
02C,29.02,27.34,0.00,28.21
02D,27.48,27.14,33.33,27.30
02E,38.91,41.78,50.00,40.38
02F1,31.70,33.48,20.00,32.58
02F2,26.51,21.98,0.00,24.27
02G,29.01,30.91,0.00,29.96
02J,33.10,33.30,0.00,33.16
02K,32.52,32.09,0.00,32.30
02L1,26.08,24.43,28.57,25.39
02L2,27.58,29.54,33.33,28.31
02S,25.18,24.77,0.00,24.91
02W,19.88,18.93,0.00,19.53
03A,16.12,15.93,0.00,16.01
03B,8.390,12.15,0.00,10.34
03C,17.17,23.74,33.33,20.71
03D,20.38,16.23,0.00,17.97
03E,13.73,19.09,0.00,16.40
03F,20.32,20.36,50.00,20.40
03G,15.75,15.22,0.00,15.46
03H,12.80,17.35,0.00,15.22
03I,17.08,16.41,50.00,16.92
03L,13.11,16.03,0.00,14.53
03M,21.48,40.00,0.00,27.37
03N,13.16,16.62,0.00,14.89
03P1A,20.13,18.16,42.86,19.18
03P2,6.900,6.520,0.00,6.670
03S,14.76,25.94,0.00,20.41
03T,16.04,19.22,25.00,17.57
04A,15.40,18.68,100.0,17.25
04B,12.01,9.630,10.00,10.26
04C,15.87,29.31,0.00,22.31
04D,20.24,27.55,0.00,24.12
04F,12.31,24.92,33.33,17.57
04G,14.83,16.24,0.00,15.52
04I,6.330,8.340,0.00,7.000
04J,7.920,4.140,0.00,5.450
04K,20.29,25.52,0.00,23.24
04L,17.76,23.02,0.00,20.49
04M,13.21,18.57,0.00,16.24
04S,23.60,30.20,100.0,27.41
04T,16.67,29.98,0.00,24.00
04V,12.49,18.00,0.00,15.44
04W,4.520,5.380,0.00,4.640
04X1,18.20,29.04,0.00,24.20
04X2,13.24,20.21,0.00,16.78
05A1,32.57,35.58,100.0,34.13
05A2,29.90,35.76,100.0,32.71
05B,20.05,30.42,40.00,25.36
05C,8.640,13.79,0.00,10.71
05D,5.850,8.800,0.00,6.640
05F,25.00,26.67,0.00,25.81
05J,37.16,36.23,0.00,36.71
05K,20.84,22.51,33.33,21.75
06B,34.32,34.94,0.00,34.64
06D,28.93,28.35,60.00,28.71
06E,31.06,31.31,33.33,31.17
06F,31.13,35.16,20.00,33.09
06G,38.03,36.10,0.00,37.14
06H,41.14,43.52,0.00,42.33
06I,21.92,20.60,33.33,21.30
06J,35.95,36.38,50.00,36.17
06L1,41.91,44.21,0.00,43.02
06L2,38.96,37.39,100.0,38.39
06N,23.20,29.90,66.67,26.67
06Q,13.33,14.49,0.00,13.91
06R,32.14,38.98,0.00,35.14
06S,40.98,40.80,33.33,40.88
07A,32.55,34.08,50.00,33.37
07B,41.24,40.54,0.00,40.87
07C,28.46,29.79,0.00,29.18
07D,22.44,25.11,0.00,23.79
07E,32.00,31.45,60.00,31.78
07F,32.55,36.09,50.00,34.39
07H,40.84,44.01,0.00,42.50
07J,30.06,29.47,40.00,29.76
07M,21.79,24.19,33.33,23.08
07N,18.44,16.94,0.00,17.66
08A,35.37,35.75,33.33,35.57
08B,37.76,39.93,50.00,38.90
08C,39.19,38.15,0.00,38.64
08D,39.96,47.65,0.00,43.83
08E,43.87,46.33,0.00,45.10
08F1,44.67,48.54,100.0,46.68
08G,31.07,32.20,0.00,31.70
08H,43.09,43.66,0.00,43.37
08J,41.76,42.97,57.14,42.43
08K,30.00,30.77,0.00,30.42
08L,28.13,30.53,50.00,29.49
08M,44.20,42.47,0.00,43.30
08N1,45.48,50.24,0.00,47.99
08N2,41.77,38.96,50.00,40.00
08P,28.22,27.09,0.00,27.69
09A,28.44,31.29,0.00,29.93
09B,11.31,12.69,0.00,12.09
09C,25.69,32.31,0.00,29.50
09D,15.07,27.42,0.00,21.65
09E,17.21,26.31,66.67,22.49
09F,38.81,42.97,100.0,41.18
09G,33.04,33.38,14.29,33.17
09H,26.99,25.43,25.00,26.28
09I,10.69,19.23,0.00,14.89
09K,13.03,20.04,0.00,17.22
09M,32.97,36.85,100.0,35.00
10A,26.01,38.49,0.00,33.32
10B,33.24,44.41,33.33,39.83
10C,13.13,24.66,0.00,20.78
10D,16.24,25.65,0.00,21.94
10E,25.68,38.18,33.33,33.19
10F,26.01,38.74,0.00,33.33
10G,39.15,44.62,0.00,42.29
10H1,20.44,31.22,0.00,26.24
10H2,20.34,26.78,0.00,24.22
10I,38.06,48.50,0.00,43.94
10J,16.90,28.72,0.00,23.12
10K,31.81,41.78,0.00,37.41
10M,18.93,31.36,0.00,25.46
10P,19.85,32.34,0.00,27.04
10R,15.49,28.94,0.00,23.87
11B,24.03,35.71,0.00,30.76
11C,34.29,41.73,0.00,38.48
11E1,23.30,27.35,0.00,25.57
11E2,28.33,43.93,0.00,36.76
11E3,18.89,26.79,0.00,23.60
11G,11.90,18.45,20.00,15.90
11H,22.49,34.72,0.00,29.28
11J,28.01,36.74,0.00,33.07
11K,30.45,39.43,100.0,35.51
11M,22.38,28.73,0.00,26.17
11N,28.70,43.09,0.00,36.97
11P,24.22,32.31,0.00,29.39
11R,11.11,15.69,0.00,13.75
12A,22.96,32.48,25.00,28.09
12D,14.75,16.77,0.00,15.89
12E1,11.30,14.97,0.00,13.34
12F,16.96,23.14,0.00,20.34
12G,25.94,31.48,0.00,28.81
12H,16.82,22.14,0.00,19.89
12I,12.73,20.19,0.00,17.07
12J,13.20,24.04,0.00,19.67
12K,16.62,21.35,0.00,19.10
12L,15.38,20.76,0.00,18.58
12M,17.08,25.36,25.00,21.95
12N,13.69,18.34,0.00,16.10
12S,20.11,27.99,100.0,24.64
88888,13.58,25.00,0.00,19.44
99999,0.380,0.780,0.00,0.560
AP01A,28.36,29.86,0.00,29.11
AP01B,17.77,21.09,0.00,19.57
AP01C,32.19,34.70,0.00,33.42
AP01D,27.08,26.62,66.67,26.98
AP021,34.23,33.97,50.00,34.10
AP022,29.13,31.65,0.00,30.60
AP02B,30.07,22.00,0.00,24.94
AP03,17.61,15.20,0.00,16.15
AP04A,43.09,43.26,100.0,43.22
AP04B,38.02,35.05,0.00,36.53
AP05,35.50,34.89,0.00,35.14
AP06,39.65,40.26,100.0,40.00
AP07A,35.91,34.67,0.00,35.17
AP07B,37.00,38.94,25.00,37.95
AP09A,29.84,30.73,75.00,30.34
AP09B,20.97,22.94,0.00,21.97
AP10,39.43,39.88,0.00,39.66
AP12A,24.82,28.09,0.00,26.76
AP12B,12.78,16.04,0.00,14.54
AP12C,32.33,32.42,0.00,32.38
AP13,25.68,28.60,0.00,27.21
AP14,33.80,35.76,0.00,34.76
CH01,13.56,21.05,0.00,17.46
CH02,34.62,42.06,0.00,38.39
CH03,46.38,50.29,0.00,48.56
CH04A,42.79,47.79,0.00,45.40
CH05,41.03,46.52,0.00,43.72
CP011,29.44,30.81,0.00,30.20
CP012,31.60,32.74,0.00,32.14
CP01B,21.74,23.48,0.00,22.71
CP02,23.97,23.35,0.00,23.62
CP04,4.080,16.67,0.00,12.23
CP051,26.25,35.25,0.00,31.05
CP05B,8.930,17.28,0.00,13.87
CP06A,7.060,12.86,0.00,9.860
CP06B,0.00,0.00,0.00,0.00
CP07A,6.920,9.170,0.00,8.180
CP07D,0.00,0.00,0.00,0.00
CP081,5.620,6.830,0.00,6.360
CP083,2.900,6.150,0.00,4.800
CP08A,5.560,7.800,0.00,6.870
EP01,21.77,28.84,20.00,25.55
EP02,22.97,25.99,0.00,24.60
EP03,26.80,37.07,0.00,32.52
EP04,18.20,24.58,0.00,21.90
FA01A,22.47,30.84,33.33,27.25
FA01B,18.80,24.74,0.00,22.49
HP01,25.84,30.17,0.00,28.08
JC01,26.02,27.82,7.690,26.88
JC02,29.34,33.26,0.00,31.41
JC03A,31.95,32.44,0.00,32.16
JC03B,27.87,30.55,50.00,29.28
JC04A,28.40,29.70,50.00,29.08
JC04B,25.23,22.64,100.0,23.99
JC05,29.54,29.46,33.33,29.51
JC06,26.96,29.63,100.0,28.40
JC07,27.83,29.19,14.29,28.52
JC08,33.87,35.57,42.86,34.78
JC09,28.79,30.89,0.00,29.88
JC10,27.92,29.91,0.00,28.97
JC11,32.55,32.88,0.00,32.70
JC12,42.03,44.51,50.00,43.33
JC13A,37.97,41.12,33.33,39.56
JC13B,37.97,48.30,0.00,42.95
JC14,32.63,31.89,66.67,32.28
JC15,25.80,28.80,0.00,27.44
JC16,36.87,38.20,0.00,37.52
JC18A,37.66,40.44,0.00,39.06
JC19,33.79,34.73,0.00,34.28
ML011,34.25,36.81,0.00,35.57
ML012,38.02,41.32,0.00,39.59
ML01B,37.50,43.33,0.00,40.32
ML021,34.12,39.23,0.00,36.69
ML022,28.46,32.84,0.00,30.68
ML023,33.23,37.15,0.00,35.23
ML024,38.64,32.20,0.00,34.95
ML03,33.05,33.53,33.33,33.29
ML04A,33.05,34.16,0.00,33.61
ML04B,36.63,41.11,100.0,38.87
