PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
TIFTON NORTHEAST,30.13,28.42,0.00,29.13
BRIGHTON,42.74,42.97,33.33,42.84
BROOKFIELD,37.89,36.76,0.00,37.30
CHULA,51.22,44.44,0.00,47.62
DOCIA,42.65,43.41,0.00,43.04
ELDORADO,38.40,32.44,0.00,35.13
OMEGA,32.89,29.95,0.00,31.22
TY TY,33.60,33.05,0.00,33.24
TIFTON NORTHWEST,37.29,36.57,0.00,36.85
TIFTON SOUTH,19.37,20.20,0.00,19.81
MOTT-LITMAN GYM,14.39,18.79,0.00,16.91
TIFTON LODGE,32.81,33.71,0.00,33.28
99999,0.00,0.00,0.00,0.00
TOTAL,32.86,31.62,3.23,32.13
