PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
011,0.00,16.67,41.18,0.00,22.22,44.90,38.10,44.29
021,50.00,0.00,20.00,0.00,50.00,46.03,33.33,45.28
031,0.00,0.00,0.00,0.00,33.33,44.33,34.78,42.91
041,0.00,15.79,18.18,0.00,25.00,43.41,35.71,42.73
051,8.700,24.79,10.81,0.00,25.00,40.30,27.34,38.77
061,50.00,36.36,50.00,0.00,28.57,52.94,26.47,51.73
071,0.00,0.00,0.00,0.00,0.00,43.79,55.56,43.57
081,50.00,10.00,16.67,0.00,0.00,38.31,25.45,37.52
091,33.33,50.00,50.00,100.0,0.00,43.08,48.00,43.29
101,50.00,0.00,25.00,0.00,50.00,42.04,25.00,41.37
111,0.00,0.00,38.46,0.00,50.00,41.04,22.86,40.31
TOTAL,17.65,22.69,22.41,14.29,29.17,42.91,31.20,42.01
