PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
IDEAL,26.92,26.84,0.00,26.88
OGLETHORPE,25.13,26.96,0.00,26.14
MARSHALLVILLE,27.90,28.79,0.00,28.37
MONTEZUMA #4,25.52,31.40,0.00,28.78
MONTEZUMA #5,22.93,26.10,0.00,24.81
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,25.73,28.05,0.00,27.01
