AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,19.67,0.00,0.00,0.00,13.25,12.12,17.08
25-29,0.00,19.23,0.00,0.00,0.00,17.70,19.23,18.47
30-34,0.00,21.39,0.00,0.00,0.00,14.81,27.27,19.55
35-39,0.00,27.53,0.00,0.00,0.00,19.51,30.00,24.91
40-44,0.00,34.46,0.00,0.00,0.00,29.73,40.00,32.45
45-49,0.00,35.44,0.00,0.00,0.00,30.92,21.43,32.63
50-54,0.00,44.36,0.00,0.00,100.0,39.89,20.00,42.05
55-59,0.00,42.46,0.00,0.00,0.00,43.46,25.00,42.52
60-64,0.00,46.92,0.00,0.00,100.0,50.00,62.50,48.54
65-OVER,0.00,42.12,0.00,0.00,100.0,55.29,66.67,49.24
TOTAL,0.00,35.46,0.00,0.00,26.67,40.38,28.28,36.99
