PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
RICEBORO YOUTH,0.00,30.00,33.33,0.00,0.00,37.58,18.37,30.46
LYMAN HALL SCHOOL,16.90,17.73,9.40,0.00,12.63,18.98,6.27,16.19
LEWIS FRASIER SCHOOL,14.12,22.82,13.39,25.00,9.21,26.96,11.14,22.15
MEMORIAL DR. EAST,0.00,14.15,5.04,0.00,10.00,21.44,6.15,14.17
BUTTON GWINNETT,1.85,1.86,1.31,0.00,1.92,2.87,1.27,2.10
TOWN OF ALLENHURST,3.70,22.62,12.50,0.00,7.41,24.40,10.22,20.87
HINESVILLE,16.98,17.02,12.26,0.00,14.71,32.46,10.50,22.85
LIBERTY COUNTY,17.24,27.34,19.30,50.00,11.11,32.94,18.30,28.62
WALTHOURVILLE,2.44,17.33,10.23,0.00,5.66,16.04,8.06,14.98
FLEMING WEST,0.00,25.80,0.00,0.00,25.00,27.27,18.18,25.66
FLEMING EAST,38.46,24.03,20.69,100.0,25.00,33.71,16.16,31.12
GUM BRANCH,11.43,16.90,4.76,33.33,7.14,30.06,7.93,21.97
88888,0.00,100.0,0.00,0.00,0.00,100.0,0.00,66.67
HINESVILLE LODGE 271,10.42,19.14,12.65,0.00,7.58,19.81,6.25,17.21
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,11.29,19.72,9.52,10.26,9.68,25.43,8.96,19.87
