AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,4.930,7.690,0.00,22.22,19.02,9.230,12.85
25-29,0.00,8.250,0.00,0.00,0.00,21.66,4.840,15.01
30-34,20.00,9.120,16.67,0.00,0.00,26.80,6.060,19.45
35-39,0.00,10.43,9.090,0.00,0.00,32.86,20.00,23.86
40-44,66.67,16.33,16.67,0.00,25.00,34.90,14.29,27.88
45-49,0.00,20.20,30.00,0.00,0.00,35.96,12.50,29.74
50-54,50.00,22.62,0.00,0.00,33.33,43.82,25.00,36.20
55-59,33.33,27.78,0.00,0.00,0.00,47.46,21.88,40.35
60-64,66.67,28.43,50.00,100.0,0.00,52.69,25.00,44.75
65-OVER,0.00,34.00,60.00,0.00,25.00,51.08,33.87,46.47
TOTAL,29.63,19.13,17.65,25.00,10.42,40.06,15.53,32.17
