PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ELLIJAY SOUTH,38.36,39.04,0.00,38.72
CARTECAY,47.96,43.48,0.00,45.65
TAILS CREEK,36.02,33.47,0.00,34.69
TOWN CREEK,38.99,37.33,0.00,38.10
LEACHES,37.94,36.83,33.33,37.37
CHERRY LOG,45.50,49.35,0.00,47.37
BOARDTOWN,50.36,46.58,0.00,48.40
MOUNTAINTOWN,43.48,40.68,0.00,42.06
EAST ELLIJAY,40.54,39.42,0.00,39.94
ELLIJAY NORTH,38.24,37.97,100.0,38.14
YUKON,41.45,44.05,100.0,42.76
BIG CREEK,44.86,39.51,0.00,42.20
ELLIJAY NORTHEAST,29.53,27.13,0.00,28.30
TOTAL,40.34,38.84,60.00,39.57
