PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,inf00,0.00,0.00,0.00,100.0,0.00,200.0
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EW1,2.560,33.70,19.44,0.00,19.64,33.70,23.49,32.16
FP1,6.020,14.83,6.560,25.00,5.130,29.76,11.89,16.94
FP2,6.330,20.28,20.00,0.00,12.50,27.90,13.30,20.48
FP3,5.880,21.96,13.68,0.00,9.090,28.36,8.000,20.77
FP4,5.560,25.37,18.00,0.00,13.64,39.43,16.10,26.11
FP5,4.290,16.61,10.00,0.00,13.46,29.56,12.81,17.23
FP6,8.620,23.87,15.52,0.00,11.11,49.00,7.840,25.85
JB01,5.130,23.76,7.940,75.00,8.110,32.65,11.31,22.80
JB02,3.450,23.70,15.87,0.00,15.91,21.08,13.86,22.25
JB03,8.470,29.29,14.63,0.00,5.410,36.07,16.30,28.41
JB04,6.450,18.50,6.820,0.00,21.05,30.98,8.610,19.05
JB05,10.00,25.54,12.90,0.00,13.79,44.47,12.68,28.48
JB06,10.56,46.92,25.93,0.00,20.93,52.54,32.95,45.70
JB07,11.36,25.74,15.38,0.00,19.57,47.65,16.17,28.21
JB08,0.00,17.77,16.07,0.00,10.00,11.92,9.170,15.87
JB09,0.00,16.61,10.00,0.00,12.50,26.44,8.260,17.52
JB10,6.900,15.98,15.71,0.00,7.690,25.43,11.63,16.61
JB11,12.50,32.35,20.90,0.00,25.00,43.48,22.14,33.36
JB12,8.330,23.56,17.65,0.00,10.34,28.31,11.66,22.46
JB13,18.18,35.00,35.29,0.00,16.67,46.48,20.12,35.00
JB14,11.59,37.27,20.48,0.00,28.07,46.29,24.53,38.23
JB15,5.560,13.14,15.29,0.00,14.63,33.70,7.690,14.86
JB16,3.850,22.39,10.42,0.00,17.39,24.33,13.69,21.29
JB17,10.00,23.05,18.18,33.33,16.33,25.66,12.53,22.06
JB18,3.030,23.14,19.75,0.00,17.65,34.30,15.53,23.43
LC1,2.820,17.72,13.43,0.00,9.430,28.65,14.86,18.33
LJ1,4.650,31.64,15.79,0.00,28.95,30.54,13.01,29.14
LJ2,4.760,22.56,9.520,50.00,18.42,24.67,15.95,21.55
LJ3,8.700,22.91,14.66,0.00,23.33,33.26,16.75,23.72
LJ4,32.00,27.21,20.25,0.00,12.82,33.98,17.27,26.58
LJ5,9.090,24.14,15.19,0.00,13.79,23.89,17.99,22.95
MO1,17.02,22.52,8.430,0.00,4.000,32.81,14.77,22.34
MO2,6.850,25.71,20.90,25.00,9.760,45.24,15.43,26.77
MO3,4.710,23.94,16.44,0.00,12.00,35.62,13.24,22.16
MO4,6.670,23.04,9.840,33.33,23.81,36.00,11.18,23.44
MO5,1.100,31.80,26.15,0.00,14.00,39.64,17.56,30.84
MO6,5.260,29.53,9.410,0.00,25.00,41.09,18.31,29.11
MO7,4.920,22.68,19.05,0.00,18.60,31.62,7.450,21.38
MO8,10.81,33.14,13.41,0.00,31.03,32.64,20.79,31.07
MO9,0.00,28.64,26.47,0.00,17.65,35.06,20.37,28.58
OAK1,0.00,19.52,7.690,0.00,0.00,27.08,14.29,18.98
OAK2,6.670,16.94,22.22,0.00,12.00,26.79,5.630,15.73
OAK3,0.00,16.37,16.28,0.00,5.410,17.86,11.27,15.64
OAK4,0.00,20.10,9.380,0.00,15.62,27.45,12.54,19.32
PH1,16.67,35.87,25.00,0.00,21.88,38.05,22.26,34.18
PH2,25.00,33.14,36.96,50.00,36.36,46.92,19.15,35.68
RD01,8.330,34.02,22.73,0.00,28.57,44.68,15.08,33.08
RD02,16.13,23.33,8.570,0.00,17.50,23.70,14.34,22.03
RD03,0.00,24.62,21.95,0.00,10.00,30.46,16.79,23.61
RD04,4.710,18.94,13.46,0.00,9.520,31.36,12.54,18.96
RD05,0.00,26.31,38.64,0.00,22.22,37.18,12.27,25.67
RD06,1.890,13.53,20.00,0.00,14.29,29.08,7.780,15.20
RD07,4.760,12.07,6.060,100.0,8.820,27.16,6.700,12.65
RD08,7.140,39.92,22.73,0.00,36.11,49.80,25.44,39.19
RD09,3.570,23.62,17.14,0.00,11.90,36.46,16.02,22.70
RD10,16.67,12.37,8.000,0.00,7.140,30.99,9.270,12.47
RD11,20.00,37.71,0.00,0.00,38.46,43.75,23.02,36.68
RD12,4.440,27.55,2.780,0.00,22.86,30.97,15.58,25.98
TOTAL,6.470,24.40,15.36,12.82,15.99,36.01,14.91,24.37
