PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PEMBROKE,28.53,27.66,0.00,28.02
DANIELSIDING,33.65,32.11,0.00,32.84
ELLABELL,32.72,30.99,0.00,31.80
BLACK CREEK,26.90,27.76,0.00,27.36
WAYS STATION,21.11,22.59,0.00,21.89
RH RECREATION COMPX,19.60,19.80,25.00,19.72
J.F.GREGORY PARK,37.00,37.18,0.00,37.09
KELLER,33.92,34.05,50.00,34.00
HWY 144 EAST,38.52,36.45,0.00,37.39
88888,200.0,inf00,0.00,800.0
PUBLIC SAFETY COMPX,21.69,20.71,50.00,21.17
TOTAL,29.95,29.21,23.08,29.55
