AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.69,0.00,0.00,0.00,3.450,33.33,9.820
25-29,0.00,11.94,0.00,0.00,0.00,12.50,0.00,11.43
30-34,0.00,13.56,0.00,0.00,0.00,21.88,0.00,16.13
35-39,0.00,18.75,0.00,0.00,0.00,25.64,0.00,21.35
40-44,0.00,17.07,0.00,0.00,0.00,20.45,0.00,17.98
45-49,0.00,37.70,0.00,0.00,0.00,28.57,0.00,33.04
50-54,0.00,30.65,100.0,0.00,0.00,32.84,0.00,31.34
55-59,0.00,29.85,100.0,0.00,0.00,43.28,42.86,37.32
60-64,0.00,24.07,0.00,100.0,0.00,43.02,33.33,35.86
65-OVER,0.00,41.14,100.0,0.00,0.00,54.81,58.33,50.78
TOTAL,0.00,26.08,50.00,33.33,0.00,40.74,32.43,33.75
