PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
G,33.33,31.36,0.00,32.22
M,55.77,54.17,0.00,55.00
TOTAL,35.01,32.63,0.00,33.68
