AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.11,0.00,0.00,0.00,16.73,0.00,13.97
25-29,0.00,8.33,0.00,0.00,0.00,16.47,25.00,13.32
30-34,0.00,15.73,50.00,0.00,0.00,28.31,0.00,23.99
35-39,100.0,19.63,25.00,0.00,0.00,30.56,0.00,26.89
40-44,100.0,10.08,0.00,0.00,0.00,34.11,0.00,25.44
45-49,0.00,18.58,20.00,0.00,50.00,35.16,40.00,29.65
50-54,0.00,20.51,0.00,0.00,0.00,44.53,0.00,36.41
55-59,0.00,30.43,0.00,0.00,0.00,40.81,0.00,37.05
60-64,0.00,32.32,0.00,0.00,0.00,45.90,50.00,41.87
65-OVER,0.00,39.43,25.00,100.0,0.00,48.21,50.00,46.02
TOTAL,28.57,22.41,11.76,50.00,10.00,37.22,17.95,32.29
