PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,25.00,72.73,inf00,52.17
99999,0.00,6.67,0.00,2.27
ALLGOOD ELEM,30.71,38.42,0.00,34.89
ASHFORD PARK ELEM,37.14,38.58,0.00,37.85
AUSTIN,49.75,52.13,0.00,50.98
AVONDALE,51.13,56.28,0.00,54.01
AUSTIN DRIVE,18.13,27.66,0.00,23.42
ASHFORD DUNWOODY RD,44.35,43.11,100.0,43.72
ASHFORD PARKSIDE,37.18,36.44,0.00,36.77
AVONDALE HIGH,36.85,41.75,0.00,39.69
BOULEVARD,35.10,42.08,0.00,38.93
BRIAR VISTA ELEM,33.16,31.17,100.0,32.22
BRIARLAKE ELEM,48.60,50.43,0.00,49.59
BRIARWOOD,30.65,30.27,0.00,30.46
BROCKETT ELEM,34.93,41.48,0.00,38.50
BRIARCLIFF,37.31,37.69,0.00,37.52
BROCKETT,38.59,42.51,100.0,40.80
BROOKHAVEN,35.68,34.50,0.00,35.07
BROWNS MILL ELEM,31.84,40.39,0.00,36.55
BOULDERCREST ROAD,30.26,41.28,0.00,36.29
BETHUNE MIDDLE,21.52,31.14,0.00,26.97
BURGESS ELEM,34.22,40.32,0.00,37.23
COLUMBIA DRIVE,23.06,31.81,0.00,27.98
CANBY LANE ELEM,26.55,36.91,0.00,32.37
COLUMBIA ELEM,14.73,25.21,0.00,20.68
CEDAR GROVE ELEM,25.53,37.14,0.00,32.21
CHAMBLEE,27.83,30.76,0.00,29.15
CANDLER-MURPHEY,29.01,34.19,0.00,32.07
CHAPEL HILL ELEM,29.65,38.43,0.00,34.76
CHESNUT ELEM,27.17,30.33,50.00,28.99
CLAIREMONT WEST,46.26,50.59,100.0,48.80
CLAIRMONT ROAD,32.85,34.62,0.00,33.88
CLARKSTON,12.97,19.36,0.00,16.57
CLIFTON ELEM,25.35,36.95,0.00,31.85
COLUMBIA MIDDLE,16.33,25.13,0.00,21.59
CROSS KEYS HIGH,29.90,29.23,0.00,29.56
CROSSROADS,26.30,37.21,100.0,32.38
CANDLER,17.34,26.51,0.00,22.57
CEDAR GROVE MIDDLE,19.39,26.63,0.00,23.60
CEDAR GROVE SOUTH,28.35,38.47,0.00,34.02
COVINGTON HWY,8.63,8.18,0.00,8.40
COVINGTON,14.40,17.42,50.00,16.01
CLAIREMONT EAST,47.88,51.47,100.0,49.87
CORALWOOD,46.62,49.20,0.00,48.01
CHAMBLEE 2,35.95,37.75,0.00,36.90
DORAVILLE NORTH,22.27,25.89,0.00,24.05
DORAVILLE SOUTH,31.81,34.39,0.00,33.13
DRESDEN ELEM,24.95,27.13,0.00,26.03
DUNAIRE ELEM,25.88,33.73,0.00,30.12
DUNWOODY,26.34,28.39,0.00,27.41
DUNWOODY HIGH,50.17,49.85,50.00,50.00
DRUID HILLS HIGH,29.23,29.52,0.00,29.36
DUNWOODY LIBRARY,49.24,51.71,0.00,50.53
EAST LAKE,25.66,34.39,100.0,30.54
EMBRY HILLS,42.43,44.40,0.00,43.44
EPWORTH,43.48,51.20,0.00,47.58
EVANSDALE ELEM,34.78,38.01,0.00,36.58
EMORY SOUTH,33.25,32.86,100.0,33.06
EMORY ROAD,25.05,22.68,0.00,23.59
FAIRINGTON ELEM,14.31,22.38,0.00,19.27
FERNBANK ELEM,49.53,52.60,100.0,51.12
FLAT SHOALS ELEM,21.94,32.68,0.00,28.07
FLAT SHOALS PARKWAY,29.76,41.60,0.00,36.60
FLAT ROCK ELEM,27.10,40.37,0.00,35.19
FLAT SHOALS,20.83,29.37,0.00,25.54
FLAKES MILL FIRE,25.68,38.66,0.00,33.14
FLAT SHOALS LIBRARY,16.27,28.53,0.00,23.64
FREEDOM MIDDLE,21.74,30.72,100.0,26.79
GLENNWOOD,41.03,39.51,100.0,40.15
GLENHAVEN,25.40,33.93,0.00,30.07
GRESHAM ROAD,27.44,34.26,0.00,31.27
GEORGETOWN SQ,26.08,26.54,0.00,26.34
GLENWOOD ROAD,19.79,24.89,0.00,22.82
HAMBRICK ELEM,21.68,27.87,0.00,25.20
HAWTHORNE ELEM,31.62,32.63,0.00,32.16
HENDERSON MILL ELEM,39.84,39.93,0.00,39.88
HUNTLEY HILLS ELEM,29.22,29.53,0.00,29.39
HUGH HOWELL,53.83,55.17,0.00,54.51
NARVIE J HARRIS ELEM,22.21,34.15,0.00,29.10
HARRIS-MARGARET,32.76,32.17,0.00,32.45
IDLEWOOD ELEM,24.67,33.30,0.00,29.52
INDIAN CREEK ELEM,17.60,22.66,0.00,20.16
JOHNSON ESTATES,41.47,51.37,0.00,46.36
JOLLY ELEM,21.41,26.40,0.00,24.02
KELLEY LAKE ELEM,22.74,32.41,0.00,28.29
KINGSLEY ELEM,52.60,51.54,0.00,52.01
KELLEY CHAPEL ROAD,35.45,49.11,0.00,42.88
KING-ML KING JR HIGH,31.84,39.75,100.0,36.31
KNOLLWOOD,22.91,32.25,0.00,28.28
KITTREDGE ELEM,44.27,46.08,0.00,45.20
LAKESIDE HIGH,44.72,50.70,0.00,47.79
LAVISTA ROAD,40.42,40.97,0.00,40.72
LAVISTA,31.28,29.10,0.00,30.20
LITHONIA,17.36,22.96,0.00,20.80
LIN-MARY LIN ELEM,38.71,40.49,50.00,39.66
LITHONIA HIGH,15.42,27.63,0.00,22.61
LIVSEY ELEM,48.16,52.63,0.00,50.46
MILLER-ELDRIDGE L,23.98,34.33,0.00,29.85
MCNAIR HIGH,26.71,34.23,100.0,30.74
MARBUT ELEM,17.48,27.34,0.00,23.46
MCNAIR MIDDLE,22.65,30.60,0.00,27.04
MCLENDON,28.34,34.52,0.00,31.75
MCWILLIAMS,30.95,39.74,0.00,36.08
MEDLOCK,42.40,46.54,100.0,44.78
MIDVALE ELEM,51.50,52.62,0.00,52.09
MILLER GROVE MIDDLE,17.09,25.03,0.00,21.85
MONTCLAIR ELEM,20.40,23.15,0.00,21.79
MONTREAL,32.87,36.90,0.00,35.12
MEADOWVIEW ELEM,24.88,36.67,0.00,31.25
MEMORIAL SOUTH,14.12,18.59,0.00,16.59
MIDWAY,16.18,23.50,0.00,20.28
MCNAIR ACADEMY,30.06,39.92,100.0,35.67
MOUNT VERNON EAST,48.00,49.54,0.00,48.82
MATHIS-BOB MATHIS,33.27,47.20,0.00,41.10
MOUNT VERNON WEST,42.72,44.34,0.00,43.59
METROPOLITAN,34.46,40.56,0.00,37.59
MONTGOMERY ELEM,41.41,44.27,0.00,42.93
MILLER GROVE ROAD,31.88,44.02,0.00,38.51
MIDVALE ROAD,40.61,42.14,0.00,41.49
MILLER GROVE HIGH,14.85,22.31,0.00,19.57
NORTH DECATUR,21.15,27.67,0.00,24.85
NORTH HAIRSTON,23.15,29.68,0.00,26.80
NORTHLAKE,48.84,50.93,0.00,50.00
