AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.82,16.67,0.00,0.00,29.26,15.38,24.11
25-29,0.00,3.77,0.00,0.00,0.00,18.92,25.00,14.62
30-34,0.00,13.64,0.00,0.00,0.00,30.00,33.33,25.74
35-39,0.00,13.33,0.00,0.00,0.00,36.52,0.00,32.09
40-44,20.00,14.29,33.33,0.00,0.00,35.18,0.00,30.83
45-49,0.00,18.00,0.00,0.00,50.00,44.96,0.00,39.39
50-54,0.00,28.85,0.00,0.00,0.00,38.92,50.00,36.51
55-59,0.00,38.46,0.00,0.00,0.00,47.10,25.00,44.00
60-64,0.00,42.50,0.00,0.00,0.00,48.85,100.0,47.13
65-OVER,0.00,37.41,0.00,0.00,0.00,51.91,33.33,47.80
TOTAL,7.14,24.87,9.52,0.00,7.69,40.00,21.43,35.92
