PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1006,50.00,37.50,100.0,0.00,0.00,43.62,24.66,41.95
1111,14.29,25.97,16.67,0.00,29.41,37.06,19.02,33.80
1122,16.67,22.40,28.26,0.00,35.48,38.56,24.73,34.61
1152,100.0,15.38,66.67,100.0,60.00,51.20,29.47,49.24
1163,33.33,21.95,33.33,0.00,0.00,42.61,29.36,40.59
1240,12.50,19.72,22.22,0.00,25.00,39.25,29.46,37.25
1371,50.00,29.17,22.22,0.00,33.33,44.15,20.73,41.46
1483,0.00,22.98,32.14,0.00,22.22,45.68,20.69,41.20
1496,0.00,18.27,22.22,100.0,50.00,40.10,16.24,33.54
1533,0.00,26.14,0.00,0.00,50.00,43.80,30.56,41.51
1540,23.08,38.63,34.21,0.00,37.93,45.54,33.44,43.29
1542,25.00,18.45,20.00,0.00,62.50,45.25,35.60,42.56
501,0.00,19.54,14.75,50.00,10.34,33.68,17.68,27.95
640,11.11,19.03,12.50,0.00,28.57,38.71,22.22,35.14
641,15.00,23.93,16.90,100.0,19.61,31.71,23.76,29.21
642,6.250,19.76,15.08,0.00,20.00,29.45,23.13,25.20
649,0.00,29.77,9.090,0.00,17.39,32.07,20.70,30.33
650,10.00,22.54,20.51,0.00,14.29,34.79,23.90,30.66
682,50.00,29.17,33.33,0.00,25.00,43.09,24.81,40.77
713,50.00,35.82,50.00,0.00,0.00,45.79,29.21,43.92
714A1,5.880,17.85,14.55,0.00,6.060,22.82,13.03,18.50
714A2,15.00,20.95,25.00,0.00,9.090,47.04,19.23,37.27
714A3,7.890,17.72,19.05,0.00,9.090,43.94,24.52,34.68
714A4,0.00,9.700,8.330,0.00,21.21,42.93,17.00,28.51
714A5,6.250,19.15,21.82,0.00,25.00,44.38,26.04,37.77
714A6,25.00,16.45,7.140,0.00,40.00,49.13,27.68,42.85
714BN,0.00,25.32,14.29,0.00,11.11,42.80,17.53,35.81
714BW,33.33,24.14,23.08,0.00,12.50,47.87,26.52,43.82
715,0.00,22.05,33.33,0.00,33.33,48.00,32.76,43.81
716,0.00,17.61,5.260,0.00,7.140,35.29,18.63,29.79
88888,0.00,0.00,0.00,0.00,0.00,400.0,100.0,300.0
99999,inf00,0.00,0.00,0.00,0.00,0.00,0.00,8.330
TOTAL,12.50,20.66,19.19,16.67,21.35,40.06,23.52,34.72
