AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,14.10,0.00,0.00,33.33,22.93,9.300,19.59
25-29,40.00,9.640,25.00,0.00,33.33,17.28,15.79,15.37
30-34,0.00,15.83,50.00,0.00,0.00,29.23,36.36,26.03
35-39,0.00,21.10,25.00,0.00,25.00,33.76,9.090,30.37
40-44,33.33,20.39,0.00,0.00,100.0,38.77,19.05,34.33
45-49,0.00,28.69,0.00,0.00,0.00,39.38,16.67,36.20
50-54,20.00,29.41,50.00,0.00,25.00,49.62,12.50,44.48
55-59,0.00,21.54,0.00,0.00,0.00,55.21,46.67,47.77
60-64,0.00,40.20,0.00,0.00,0.00,56.25,55.56,52.73
65-OVER,0.00,40.49,33.33,0.00,33.33,54.57,25.00,52.24
TOTAL,15.62,24.31,20.69,0.00,35.00,43.32,20.99,38.71
