PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
DISTRICT 1A,29.86,32.19,0.00,31.06
DISTRICT 1B,26.08,31.23,0.00,28.87
DISTRICT 2,31.89,32.51,0.00,32.20
DISTRICT 3,32.32,32.28,0.00,32.30
DISTRICT 4,31.15,33.81,0.00,32.52
DISTRICT 5,35.01,33.55,0.00,34.26
TOTAL,31.63,32.73,0.00,32.20
