PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,0.00,24.89,33.33,0.00,40.00,44.81,29.27,39.98
2,0.00,32.56,42.86,0.00,33.33,46.03,34.07,44.79
3,0.00,26.44,0.00,0.00,33.33,45.52,36.36,43.25
4,100.0,37.67,20.00,0.00,25.00,43.93,31.40,42.22
5,16.67,29.37,25.00,33.33,0.00,48.10,33.08,45.70
6,25.00,35.62,50.00,0.00,0.00,47.11,34.33,45.18
7,33.33,27.12,42.86,0.00,50.00,44.70,26.92,42.64
8,50.00,29.62,0.00,0.00,57.14,43.59,26.27,39.76
88888,0.00,0.00,0.00,0.00,0.00,inf00,0.00,100.0
TOTAL,24.14,29.75,29.79,14.29,30.23,45.62,31.13,42.95
