PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CHALYBEATE,0.00,29.17,66.67,0.00,66.67,46.48,6.25,43.29
GILL I,22.22,22.99,0.00,0.00,11.11,36.53,19.67,32.47
GILL II,0.00,30.17,0.00,0.00,50.00,33.33,12.20,29.96
7TH-ODESSADALE,0.00,35.64,0.00,0.00,100.0,34.30,23.08,34.38
8TH-GREENVILLE,0.00,24.00,20.00,0.00,25.00,37.23,17.28,29.26
LONE OAK,50.00,31.49,12.50,0.00,25.00,38.02,17.86,33.82
LUTHERSVILLE,0.00,25.97,0.00,0.00,14.29,34.42,15.34,29.69
UPPER 9TH -ALVATON,33.33,28.81,33.33,0.00,0.00,43.78,28.18,36.86
MIDDLE 9TH-GAY,0.00,26.67,0.00,0.00,0.00,40.50,21.43,36.76
LOWER 9TH-WOODBURY,0.00,24.38,0.00,0.00,25.00,43.14,22.73,33.07
2ND-WARM SPRINGS,20.00,25.16,0.00,0.00,100.0,41.98,25.00,36.91
THIRD-DURAND,0.00,22.86,33.33,0.00,0.00,40.76,25.71,34.28
RALEIGH,0.00,10.34,0.00,0.00,0.00,43.01,23.33,37.53
COVE,0.00,0.00,0.00,0.00,0.00,51.31,37.50,47.87
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,20.83,26.40,10.71,0.00,27.91,39.37,20.05,33.26
