AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,25.0,12.68,8.98,0.0,9.68,9.93,0.0,0.0,20.0,0.0,12.97,7.91,0.0,6.38,8.0,0.0,17.9,18.75,0.0,7.9,5.82,10.98
25-29,0.0,12.14,9.35,0.0,10.78,10.2,0.0,0.0,0.0,0.0,5.86,6.52,0.0,11.76,7.23,0.0,14.32,15.58,0.0,9.6,5.13,10.62
30-34,0.0,14.61,11.0,0.0,13.01,11.69,0.0,14.29,25.0,0.0,7.35,8.08,0.0,5.15,5.0,0.0,15.81,15.39,0.0,13.78,7.75,13.03
35-39,33.33,16.76,9.09,0.0,15.62,9.68,0.0,0.0,0.0,0.0,11.58,6.8,0.0,15.0,6.67,0.0,19.06,19.36,0.0,16.29,8.96,15.62
40-44,0.0,15.57,15.3,0.0,12.99,17.31,0.0,33.33,0.0,0.0,14.74,11.84,0.0,14.04,18.92,0.0,25.05,26.84,0.0,20.86,12.38,20.49
45-49,0.0,23.08,14.11,0.0,13.73,16.22,0.0,0.0,0.0,0.0,15.5,12.5,0.0,17.39,16.48,0.0,30.41,31.57,0.0,25.35,17.13,25.19
50-54,0.0,19.16,20.6,0.0,15.52,28.21,0.0,0.0,0.0,0.0,25.37,20.47,0.0,15.58,11.86,33.33,37.05,36.34,0.0,31.99,23.71,31.26
55-59,0.0,22.97,23.26,100.0,18.75,24.0,0.0,0.0,0.0,0.0,23.89,25.23,0.0,6.67,17.24,0.0,39.94,41.01,0.0,36.33,29.17,35.39
60-64,0.0,33.76,23.74,0.0,16.28,9.09,0.0,0.0,0.0,100.0,23.23,33.78,0.0,16.46,12.5,0.0,45.71,47.13,0.0,42.06,36.13,41.7
65-OVER,100.0,32.46,32.35,0.0,15.49,23.91,0.0,50.0,25.0,0.0,22.79,29.46,0.0,20.11,22.22,0.0,44.98,53.77,0.0,43.01,43.96,45.55
TOTAL,21.05,18.27,14.6,33.33,12.93,14.42,0.0,8.33,11.43,100.0,14.51,14.06,0.0,13.37,12.53,8.33,31.42,33.54,0.0,24.26,18.88,25.79
