AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,27.27,0.00,16.67,24.10,18.75,23.02
25-29,0.00,13.89,0.00,0.00,20.00,16.11,17.02,15.79
30-34,0.00,7.690,25.00,0.00,0.00,23.21,16.28,22.63
35-39,14.29,0.00,28.57,50.00,50.00,30.52,25.00,29.94
40-44,20.00,14.29,0.00,0.00,33.33,34.43,20.00,33.58
45-49,0.00,25.00,45.45,0.00,0.00,38.63,40.74,38.37
50-54,16.67,29.17,43.75,0.00,40.00,43.03,35.42,42.47
55-59,42.86,26.67,18.18,0.00,37.50,47.51,39.02,46.84
60-64,25.00,40.00,0.00,0.00,50.00,53.85,40.00,53.00
65-OVER,25.00,39.58,27.78,0.00,50.00,58.64,54.35,58.18
TOTAL,17.65,23.15,22.41,14.29,31.25,42.99,31.20,42.10
