PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVANIA,28.54,31.94,0.00,30.50
HUNTERS,29.91,30.24,0.00,30.09
NEWINGTON,26.52,31.36,0.00,29.05
JENK HILL FIRE STA,29.20,28.50,0.00,28.82
ROCKY FORD,35.68,43.25,0.00,39.55
BAY BRANCH,36.11,32.94,100.0,34.56
HILTONIA,28.03,29.20,0.00,28.63
SCREVEN REC. DEPT.,24.48,27.72,0.00,26.14
GREENHILL CHURCH,31.03,32.32,0.00,31.69
SR CITIZENS CENTER,21.16,24.11,0.00,22.89
JACKSON FIRE STATION,32.40,33.71,0.00,33.05
FOY'S STORE,23.21,34.85,0.00,29.51
TOTAL,28.72,30.63,50.00,29.75
