PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BA,18.46,36.12,33.33,33.33,15.25,43.57,23.80,37.91
BT,25.00,41.44,0.00,0.00,12.50,47.06,35.06,43.99
CO,4.35,21.63,11.76,0.00,6.67,40.07,19.09,25.55
FI,15.79,26.21,19.61,100.0,14.52,38.63,18.28,26.95
FS,17.20,33.15,22.45,0.00,18.87,42.41,22.92,33.71
HC,25.00,27.99,33.33,0.00,20.83,42.57,27.73,37.02
HI,13.64,33.95,12.96,0.00,8.70,40.85,28.77,35.12
LA,50.00,38.09,14.71,0.00,26.92,43.58,28.77,36.75
LO,16.00,41.92,30.00,40.00,21.88,46.61,28.27,42.31
MA,6.90,31.05,15.62,0.00,18.18,42.79,26.02,36.70
MI,4.17,24.85,9.57,0.00,16.95,34.11,17.13,25.54
OT,15.38,21.13,3.23,20.00,20.29,28.16,18.27,21.78
RO,0.00,31.80,23.61,50.00,20.34,44.23,23.65,34.51
SA,17.95,30.14,9.09,0.00,16.42,36.68,22.71,30.65
SH,26.67,30.32,29.17,0.00,7.69,40.75,25.11,36.29
SM,18.18,34.64,22.64,0.00,37.50,45.46,24.52,36.48
SP,9.09,36.19,26.67,0.00,25.00,47.67,23.93,37.47
ST,12.50,32.85,18.92,0.00,24.32,47.66,28.43,39.58
TOTAL,15.41,30.18,17.16,23.08,18.24,42.13,23.26,33.30
