AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.49,0.00,0.00,0.00,16.42,0.00,11.81
25-29,0.00,14.71,0.00,0.00,0.00,18.57,0.00,15.07
30-34,0.00,17.65,0.00,0.00,0.00,20.99,50.00,19.56
35-39,0.00,19.86,0.00,0.00,0.00,23.61,0.00,19.82
40-44,0.00,18.80,0.00,0.00,0.00,25.40,0.00,20.20
45-49,0.00,25.34,0.00,0.00,0.00,29.11,33.33,26.50
50-54,0.00,29.08,0.00,0.00,0.00,44.23,14.29,33.66
55-59,0.00,30.77,50.00,0.00,0.00,37.61,25.00,33.57
60-64,0.00,42.07,50.00,0.00,0.00,49.22,50.00,44.85
65-OVER,0.00,35.95,0.00,100.0,33.33,44.86,66.67,40.24
TOTAL,0.00,26.46,18.75,50.00,9.090,35.99,21.31,29.77
