PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
100,8.33,17.08,7.69,0.00,19.05,23.47,6.83,17.71
200A,20.00,15.16,0.00,0.00,16.67,41.13,11.61,32.90
200B,0.00,19.24,0.00,0.00,0.00,21.95,2.63,19.34
300,8.70,18.32,16.67,50.00,40.00,38.75,14.17,35.03
304,33.33,9.62,6.67,0.00,0.00,31.77,9.09,27.69
400,20.00,21.47,53.85,0.00,0.00,40.82,14.91,38.40
404,0.00,0.00,0.00,0.00,0.00,44.63,25.00,42.72
405,0.00,16.67,0.00,0.00,0.00,35.24,33.33,34.69
406,25.00,11.36,33.33,0.00,100.0,38.55,13.64,36.91
407,0.00,50.00,33.33,0.00,0.00,41.73,11.11,40.45
408,50.00,100.0,0.00,0.00,0.00,40.10,10.00,38.03
409,0.00,25.00,0.00,0.00,25.00,38.97,21.21,37.59
88888,0.00,0.00,0.00,0.00,0.00,inf00,0.00,150.0
TOTAL,15.46,17.09,13.45,10.00,16.22,37.71,11.49,30.67
