PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
EAST,0.00,33.00,35.00,0.00,4.00,2.00,0.00,1.00,0.00,0.00,29.00,23.00,0.00,5.00,2.00,0.00,909.0,780.0,0.00,1163.0,733.0,3719.0
WEST,1.00,68.00,54.00,0.00,10.00,8.00,0.00,0.00,0.00,0.00,37.00,25.00,0.00,14.00,14.00,0.00,2099.0,1791.0,0.00,844.0,523.0,5488.0
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,3.00,7.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
TOTAL,1.00,101.0,89.00,0.00,14.00,10.00,0.00,1.00,0.00,0.00,66.00,48.00,0.00,19.00,16.00,0.00,3011.0,2572.0,0.00,2008.0,1259.0,9215.0
