PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CHALYBEATE,44.39,42.62,0.00,43.29
GILL I,33.59,31.70,0.00,32.47
GILL II,26.42,32.46,0.00,29.96
7TH-ODESSADALE,28.47,40.28,0.00,34.38
8TH-GREENVILLE,26.61,31.44,0.00,29.26
LONE OAK,30.12,37.21,0.00,33.82
LUTHERSVILLE,27.78,31.44,0.00,29.69
UPPER 9TH -ALVATON,35.44,38.24,0.00,36.86
MIDDLE 9TH-GAY,36.31,37.13,0.00,36.76
LOWER 9TH-WOODBURY,31.69,34.25,0.00,33.07
2ND-WARM SPRINGS,35.27,38.28,0.00,36.91
THIRD-DURAND,34.98,33.70,0.00,34.28
RALEIGH,40.83,34.66,0.00,37.53
COVE,44.95,50.98,0.00,47.87
99999,0.00,0.00,0.00,0.00
TOTAL,31.79,34.51,0.00,33.26
