PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
JENKINS CO PRIM/ELEM,0.00,18.91,0.00,0.00,0.00,34.50,17.07,24.10
COURT HOUSE,16.67,18.11,0.00,0.00,0.00,31.70,7.69,23.19
PERKINS,0.00,18.33,0.00,0.00,0.00,33.09,17.31,28.35
SENIOR CITIZENS BLD,0.00,22.05,0.00,0.00,100.0,36.81,18.92,34.18
FOUR POINTS,0.00,19.03,14.29,0.00,50.00,39.36,11.43,30.01
TOTAL,9.09,18.81,10.00,0.00,37.50,35.31,13.89,27.82
