AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,25.00,100.0,0.00,21.43,11.11,20.55
25-29,0.00,33.33,25.00,0.00,0.00,18.61,13.79,18.29
30-34,50.00,16.67,16.67,0.00,0.00,22.22,28.21,22.43
35-39,0.00,0.00,0.00,0.00,0.00,28.80,32.14,28.61
40-44,0.00,0.00,8.330,0.00,100.0,34.38,21.05,33.37
45-49,42.86,33.33,16.67,0.00,0.00,38.52,37.50,38.22
50-54,20.00,0.00,30.00,0.00,33.33,42.89,42.37,42.66
55-59,0.00,0.00,66.67,0.00,42.86,46.30,46.51,46.24
60-64,50.00,33.33,0.00,100.0,50.00,53.32,50.00,53.02
65-OVER,30.00,50.00,38.89,0.00,44.44,53.52,59.58,53.66
TOTAL,24.39,28.00,27.38,40.00,24.39,44.00,42.96,43.74
