AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.84,7.14,0.00,16.67,18.62,10.53,14.82
25-29,0.00,10.91,9.09,0.00,0.00,11.16,0.00,10.72
30-34,0.00,6.25,21.43,0.00,0.00,18.26,0.00,15.84
35-39,0.00,13.25,8.33,0.00,0.00,21.69,33.33,19.20
40-44,0.00,20.63,4.76,0.00,100.0,23.58,25.00,22.09
45-49,0.00,17.46,0.00,0.00,0.00,31.91,33.33,28.09
50-54,0.00,21.98,0.00,0.00,0.00,34.11,20.00,30.54
55-59,0.00,25.45,0.00,0.00,0.00,37.46,0.00,32.92
60-64,0.00,29.87,0.00,100.0,0.00,45.88,75.00,41.89
65-OVER,50.00,26.49,33.33,0.00,0.00,42.99,11.11,39.53
TOTAL,50.00,19.38,7.18,33.33,16.67,31.37,16.95,27.52
