AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.74,12.50,100.0,0.00,18.22,9.300,15.74
25-29,50.00,17.72,27.27,0.00,0.00,16.73,6.060,16.62
30-34,0.00,23.49,0.00,0.00,0.00,24.06,11.11,23.19
35-39,0.00,25.87,0.00,0.00,0.00,28.57,15.79,27.30
40-44,0.00,25.24,0.00,0.00,100.0,34.26,16.67,32.34
45-49,0.00,31.75,33.33,0.00,0.00,38.17,20.00,36.30
50-54,33.33,38.04,20.00,0.00,50.00,46.06,26.09,43.77
55-59,0.00,42.53,33.33,0.00,0.00,45.30,39.29,44.37
60-64,0.00,49.39,40.00,0.00,0.00,50.26,36.84,49.61
65-OVER,33.33,40.96,42.86,0.00,0.00,56.97,29.17,53.49
TOTAL,20.00,32.43,23.08,33.33,10.53,40.20,18.18,37.65
