PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,0.00,40.67,0.00,0.00,0.00,40.69,26.09,39.70
10,20.59,33.51,20.00,0.00,13.79,35.36,23.15,34.16
2,0.00,26.86,50.00,0.00,0.00,39.42,23.08,33.02
3,66.67,30.56,0.00,0.00,50.00,45.73,18.75,43.95
4,6.670,22.94,0.00,0.00,5.000,34.28,22.40,31.13
5,0.00,31.58,14.29,0.00,0.00,36.35,23.40,34.88
6,12.12,38.76,11.11,0.00,26.92,42.19,28.89,40.17
7,4.170,32.00,20.00,0.00,18.18,46.70,28.21,43.97
8,8.000,22.43,20.93,25.00,21.43,32.31,22.81,29.88
9,12.12,22.51,21.21,0.00,18.52,37.18,22.73,33.02
TOTAL,12.14,29.13,16.13,9.090,16.91,37.59,24.31,35.02
