AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.09,15.62,0.00,33.33,19.22,4.17,16.69
25-29,0.00,12.20,15.62,0.00,0.00,17.48,23.08,16.53
30-34,100.0,23.93,22.22,0.00,0.00,25.26,10.00,24.76
35-39,0.00,23.08,6.67,0.00,0.00,28.65,9.09,26.84
40-44,0.00,17.65,20.00,0.00,0.00,32.79,17.65,29.81
45-49,0.00,30.61,5.56,0.00,0.00,38.89,28.57,36.54
50-54,0.00,29.51,9.09,0.00,25.00,38.99,0.00,36.44
55-59,0.00,38.33,0.00,0.00,0.00,47.46,36.36,45.08
60-64,0.00,49.24,0.00,0.00,33.33,50.26,14.29,49.39
65-OVER,0.00,45.68,40.00,0.00,0.00,51.07,28.57,49.94
TOTAL,7.69,29.95,14.74,0.00,12.50,37.61,17.05,35.48
