PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
290,37.42,35.83,0.00,36.60
295,37.72,41.70,100.0,39.89
296,35.05,35.82,0.00,35.44
88888,50.00,0.00,0.00,50.00
TOTAL,36.66,38.55,50.00,37.65
