PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BREMEN,10.71,18.62,14.29,0.00,25.00,42.71,27.72,39.73
BUCHANAN,11.11,24.74,20.00,0.00,0.00,40.89,23.33,39.36
BUNCOMBE,0.00,50.00,33.33,0.00,0.00,35.55,18.92,34.62
CORINTH,0.00,40.00,0.00,0.00,40.00,41.12,22.81,39.82
TWENTIETH,100.0,0.00,0.00,0.00,0.00,43.69,12.50,42.83
FELTON,0.00,0.00,0.00,0.00,0.00,40.39,40.00,40.23
LITTLE CREEK,0.00,0.00,0.00,0.00,0.00,42.88,21.05,42.18
MT VIEW,0.00,0.00,0.00,0.00,0.00,41.54,28.57,41.04
SEVENTH,0.00,24.73,0.00,0.00,20.00,38.20,20.00,36.18
BEREA-STEADMAN,0.00,50.00,0.00,0.00,0.00,38.76,27.78,38.04
TALLAPOOSA,12.50,24.51,16.67,0.00,20.00,38.15,26.37,36.97
WACO,0.00,11.11,0.00,100.0,20.00,37.36,17.86,36.20
TOTAL,9.23,22.04,12.90,11.11,21.57,40.41,24.68,38.66
