AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.39,0.00,0.00,0.00,17.86,12.50,12.90
25-29,0.00,4.69,0.00,0.00,0.00,13.42,0.00,10.31
30-34,0.00,7.41,0.00,0.00,0.00,15.20,20.00,12.70
35-39,0.00,5.56,0.00,0.00,0.00,17.65,0.00,13.88
40-44,0.00,9.80,100.0,0.00,0.00,26.52,25.00,23.14
45-49,0.00,20.00,0.00,0.00,0.00,23.64,0.00,21.83
50-54,0.00,23.38,0.00,0.00,0.00,29.21,40.00,27.53
55-59,0.00,21.33,100.0,0.00,0.00,29.10,57.14,27.94
60-64,0.00,35.06,0.00,0.00,0.00,35.90,0.00,35.02
65-OVER,0.00,30.81,0.00,0.00,0.00,40.55,20.00,37.72
TOTAL,0.00,19.50,10.53,0.00,0.00,28.62,20.34,25.78
