PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
QUEEN OF ANGELS,0.00,26.52,0.00,0.00,0.00,35.38,8.82,27.59
AUGUSTA TECH,16.67,25.40,20.00,0.00,25.00,40.93,17.31,39.18
FORT CREEK,40.00,22.88,0.00,0.00,0.00,35.53,19.15,31.04
DEARING UMC,0.00,21.91,38.46,0.00,20.00,34.61,16.13,31.86
VANDERHORST,0.00,27.56,16.67,0.00,0.00,43.89,13.33,33.24
SWEETWATER ACTIVITY,25.00,23.30,23.81,0.00,0.00,38.70,20.24,33.80
THOMSON DEPOT,0.00,19.92,33.33,0.00,0.00,33.44,12.00,21.84
MARSHALL CHURCH,0.00,37.40,33.33,100.0,0.00,47.57,31.03,45.87
WHITEOAK,0.00,29.63,0.00,0.00,0.00,42.39,14.81,37.08
88888,0.00,300.0,0.00,0.00,0.00,inf00,0.00,900.0
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,11.90,24.35,20.99,50.00,7.69,39.52,16.98,32.89
