PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
COLW,50.43,44.49,0.00,47.36
FAIR,36.29,34.65,0.00,35.45
FLIN,36.41,33.11,0.00,34.59
HEMP,41.14,39.07,0.00,40.06
HOTH,40.91,38.20,0.00,39.52
MINE,41.93,37.81,0.00,39.80
MOBI,38.00,41.05,0.00,39.65
MORG,41.36,39.40,0.00,40.34
NOON,44.65,45.98,0.00,45.29
SKEN,53.74,49.24,0.00,51.61
SUGC,40.92,37.19,0.00,38.98
TOCC,38.04,33.88,0.00,35.77
TOTAL,40.41,37.37,0.00,38.81
