PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
15361,26.83,27.49,0.00,27.21
39,35.10,35.31,0.00,35.18
43,32.17,31.51,0.00,31.83
513,32.29,30.98,40.00,31.57
514,27.86,27.18,0.00,27.47
TOTAL,30.31,29.62,33.33,29.93
