PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,31.73,31.73,50.00,31.76
02,38.58,39.30,50.00,38.97
03,28.90,30.93,66.67,29.98
04,30.02,29.99,0.00,29.98
05,34.24,37.23,25.00,35.82
06,33.29,33.13,33.33,33.21
07,33.69,33.66,0.00,33.64
08,33.03,32.61,0.00,32.78
09,41.08,38.62,33.33,39.70
10,24.22,23.70,50.00,23.94
11,27.34,30.73,100.0,29.17
12,31.24,34.11,16.67,32.72
13,29.59,30.96,33.33,30.35
14,32.71,34.73,0.00,33.75
15,36.01,37.07,0.00,36.54
16,28.97,28.24,22.22,28.57
88888,100.0,inf00,0.00,200.0
99999,0.00,0.00,0.00,0.00
TOTAL,32.19,32.84,31.48,32.54
