AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,14.37,100.0,12.50,18.81,10.27,16.86
25-29,25.00,0.00,9.65,0.00,26.67,17.75,14.22,16.87
30-34,0.00,0.00,12.50,50.00,20.00,23.69,17.26,22.17
35-39,0.00,0.00,5.71,0.00,18.18,28.43,21.32,26.52
40-44,0.00,21.43,8.99,0.00,0.00,31.06,19.21,28.70
45-49,33.33,0.00,12.86,0.00,21.43,35.16,21.99,33.07
50-54,25.00,18.18,5.45,0.00,50.00,38.48,15.79,35.89
55-59,20.00,10.00,14.29,0.00,20.00,43.07,27.59,41.09
60-64,0.00,0.00,9.09,0.00,28.57,45.26,30.68,43.63
65-OVER,33.33,22.22,12.77,0.00,7.69,43.54,30.51,42.36
TOTAL,18.75,7.69,11.02,28.57,17.89,34.31,19.36,31.93
