PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,100.0,0.00,0.00,0.00,inf00,0.00,200.0
BCCC,62.50,26.73,32.14,0.00,10.71,33.55,22.77,29.59
JENK,12.50,28.69,33.33,0.00,12.50,41.56,26.64,35.93
STARK,25.00,26.39,41.67,50.00,17.65,45.44,40.38,44.21
TOW,0.00,23.34,20.69,33.33,19.05,41.11,22.05,36.67
WORTH,33.33,30.70,30.00,0.00,0.00,41.41,25.58,39.23
TOTAL,25.81,26.80,29.79,28.57,13.48,40.75,26.99,36.20
