PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
PEMBROKE,15.79,19.40,18.75,25.00,20.00,32.75,15.44,28.02
DANIELSIDING,6.67,34.88,12.82,100.0,9.09,34.38,23.46,32.84
ELLABELL,14.29,21.95,23.08,0.00,20.00,34.77,19.13,31.80
BLACK CREEK,0.00,16.31,27.78,0.00,33.33,30.24,18.34,27.36
WAYS STATION,12.28,20.28,13.51,0.00,3.33,25.05,15.61,21.89
RH RECREATION COMPX,5.56,14.94,5.76,33.33,20.00,23.66,13.16,19.72
J.F.GREGORY PARK,11.11,28.49,27.66,33.33,19.05,39.05,29.13,37.09
KELLER,26.92,25.50,23.64,0.00,11.76,35.89,30.92,34.00
HWY 144 EAST,13.64,32.76,23.44,100.0,22.22,39.90,27.20,37.39
88888,0.00,inf00,0.00,0.00,0.00,inf00,0.00,800.0
PUBLIC SAFETY COMPX,5.00,15.15,12.66,0.00,15.62,24.81,14.58,21.17
TOTAL,11.69,21.02,15.78,22.22,16.14,32.95,21.26,29.55
