PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
15,0.00,29.05,0.00,0.00,55.56,40.02,16.00,35.23
17,0.00,22.22,0.00,0.00,0.00,36.39,5.880,28.49
28,40.00,30.82,25.00,0.00,33.33,46.88,47.06,40.77
29,0.00,32.22,14.29,0.00,50.00,39.30,30.77,37.09
C1-27,0.00,20.65,16.67,0.00,6.250,34.60,14.47,23.48
C2-27,14.29,16.63,6.670,0.00,31.03,38.64,13.95,30.18
C3-27,0.00,19.58,16.67,0.00,0.00,41.13,24.00,23.26
E-27,10.00,30.21,0.00,0.00,33.33,45.63,13.89,37.86
N-26,100.0,24.32,33.33,0.00,0.00,45.57,0.00,42.23
O-26,0.00,25.37,0.00,0.00,20.00,44.21,33.33,35.34
W-27,0.00,26.75,10.53,0.00,10.00,36.27,18.52,32.06
TOTAL,8.050,22.59,9.150,0.00,22.83,40.17,18.67,30.59
