AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.220,50.00,0.00,0.00,21.82,0.00,10.61
25-29,0.00,8.570,66.67,0.00,0.00,19.61,13.33,11.51
30-34,0.00,12.93,100.0,0.00,50.00,25.41,26.32,17.06
35-39,0.00,15.86,20.00,0.00,0.00,42.86,16.67,23.61
40-44,50.00,15.16,100.0,0.00,100.0,38.64,20.00,23.85
45-49,0.00,27.57,100.0,100.0,0.00,33.52,50.00,30.75
50-54,0.00,22.82,100.0,0.00,0.00,45.33,28.57,31.25
55-59,0.00,32.63,0.00,0.00,40.00,56.96,15.79,41.64
60-64,0.00,30.79,0.00,0.00,100.0,58.63,57.14,44.03
65-OVER,0.00,40.77,0.00,0.00,50.00,60.94,50.00,52.06
TOTAL,7.140,21.99,50.00,100.0,28.57,47.83,28.74,32.03
