PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
WILSON,43.78,42.01,14.29,42.80
CHICOPEE,22.62,27.83,0.00,25.34
OAKWOOD I,26.58,28.05,66.67,27.44
OAKWOOD II,41.56,43.50,20.00,42.53
FLOWERY BRANCH I,38.88,38.55,50.00,38.74
FLOWERY BRANCH II,35.40,35.88,0.00,35.66
ROBERTS,38.60,37.70,60.00,38.16
MORGAN I,37.40,40.34,0.00,38.84
MORGAN II,39.36,40.84,50.00,40.14
CANDLER,36.35,37.34,0.00,36.83
TADMORE,23.16,23.37,33.33,23.28
GLADE,31.63,31.38,0.00,31.49
LULA,38.74,34.22,0.00,36.31
CLERMONT,45.23,44.18,25.00,44.65
QUILLIANS,44.07,45.13,100.0,44.67
BARK CAMP,39.47,39.03,0.00,39.20
CHESTATEE,42.04,39.75,0.00,40.83
FORK,42.09,42.34,50.00,42.23
WHELCHEL,41.76,41.41,50.00,41.58
WEST WHELCHEL,53.19,51.08,100.0,52.08
GAINESVILLE I,40.09,36.64,0.00,38.05
GAINESVILLE II,19.17,25.21,0.00,22.73
GAINESVILLE III,16.12,18.96,28.57,17.64
GAINESVILLE IV,28.94,30.41,0.00,29.70
GAINESVILLE V,29.07,27.42,50.00,28.16
GILLSVILLE,43.12,44.87,0.00,43.92
BIG HICKORY,48.83,47.57,0.00,48.17
FRIENDSHIP I,45.50,47.07,36.36,46.33
FRIENDSHIP II,36.99,39.39,33.33,38.19
FRIENDSHIP III,34.59,35.71,25.00,35.16
FRIENDSHIP IV,45.38,46.30,100.0,45.93
88888,100.0,300.0,0.00,150.0
99999,0.00,0.00,0.00,0.00
TOTAL,37.57,37.76,33.01,37.66
