ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,29.53,27.13,0.00,28.30
2016 Primary,27.20,26.16,0.00,26.66
2016 Primary Runoff,12.91,14.39,0.00,13.68
2016 General,73.18,75.66,0.00,74.47
2018 Primary,25.48,25.47,0.00,25.44
2018 Primary Runoff,19.74,17.19,0.00,18.39
2018 General,65.07,63.63,50.00,64.29
