ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.86,39.51,0.00,42.20
2016 Primary,27.60,27.86,0.00,27.73
2016 Primary Runoff,14.67,13.89,0.00,14.29
2016 General,71.18,71.79,0.00,71.48
2018 Primary,26.74,27.12,0.00,26.89
2018 Primary Runoff,21.41,20.16,0.00,20.75
2018 General,64.25,63.01,33.33,63.56
