ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.95,25.54,33.33,27.88
2016 Primary,13.99,10.99,0.00,12.27
2016 Primary Runoff,10.42,8.23,0.00,9.16
2016 General,57.28,56.95,40.00,57.07
2018 Primary,9.95,8.82,0.00,9.31
2018 Primary Runoff,6.44,4.68,0.00,5.45
2018 General,49.24,47.08,16.67,47.99
