ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.14,31.63,25.00,32.78
2016 Primary,16.58,13.54,25.00,14.94
2016 Primary Runoff,11.01,9.44,25.00,10.17
2016 General,62.46,62.66,66.67,62.57
2018 Primary,13.07,10.30,0.00,11.57
2018 Primary Runoff,7.36,5.91,0.00,6.57
2018 General,57.60,55.35,33.33,56.36
