ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,35.32,32.04,40.00,33.59
2016 Primary,16.56,13.06,16.67,14.71
2016 Primary Runoff,11.02,9.63,0.00,10.27
2016 General,63.26,64.83,50.00,64.07
2018 Primary,14.13,12.09,16.67,13.05
2018 Primary Runoff,8.10,5.91,16.67,6.94
2018 General,57.76,56.71,33.33,57.16
