ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,25.25,22.61,66.67,23.79
2016 Primary,10.84,8.77,33.33,9.69
2016 Primary Runoff,7.81,6.13,0.00,6.86
2016 General,50.43,51.47,33.33,50.99
2018 Primary,9.28,6.81,0.00,7.90
2018 Primary Runoff,5.98,4.67,0.00,5.25
2018 General,43.29,41.85,33.33,42.49
